subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S28706366	11/September/2018	medium/labyrinth.txt	9	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	2331;379;503;467;823;379;393;
S28706366	11/September/2018	medium/tube_cost.txt	10	15	15	17	6	6	p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(4,1);	1439;734;491;700;760;1350;417;798;429;1092;380;442;454;430;404;785;
S28706366	11/September/2018	medium/differentsizes.txt	11	7	7	9	3	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	1130;392;1694;394;405;417;600;675;
S28706366	11/September/2018	hard/museum.txt	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1768;393;504;1790;393;1927;1104;380;
S28706366	11/September/2018	hard/tradeoff5alt.txt	13	10	14	18	2	0	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(1,1);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(5,3);	2601;418;525;430;3692;380;431;1005;393;429;442;430;417;405;1142;417;391;
S28706366	11/September/2018	hard/tradeoff7alt.txt	14	8	10	12	5	3	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(3,5);	1914;392;393;1526;413;1043;736;442;442;612;811;
S28706366	11/September/2018	hard/tradeoff4alt.txt	15	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(0,3);	2065;380;393;2651;417;416;504;428;431;563;492;552;686;787;380;
S30983862	14/September/2018	easy/easy_cost36.txt	4	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2463;462;368;1228;1502;348;360;342;328;336;337;345;329;377;336;349;682;502;
S30983862	14/September/2018	easy/easy_rw26.txt	5	6	7	11	2	1	p(3,1);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1462;486;323;1120;296;306;382;946;296;428;
S30983862	14/September/2018	easy/easy_rw29.txt	6	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2403;338;364;294;304;676;645;
S30983862	14/September/2018	easy/easy_cost14.txt	7	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1154;549;775;413;
S30983862	14/September/2018	medium/differentsizes.txt	8	1	3	5	2	1	p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	2079;285;1256;763;
S30983862	14/September/2018	medium/labyrinth.txt	9	9	10	14	2	1	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	7424;362;1689;274;307;917;296;292;348;330;988;316;354;
S30983862	14/September/2018	medium/tube_cost.txt	10	9	11	13	4	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	19237;1970;263;811;308;258;295;610;390;300;835;748;
S30983862	14/September/2018	medium/courtyardalt.txt	11	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2930;421;340;472;380;683;798;
S30983862	14/September/2018	hard/tradeoff4alt.txt	12	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	1506;293;275;320;375;366;625;755;344;
S30983862	14/September/2018	hard/tradeoff5alt.txt	13	9	14	18	2	0	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(5,3);	4857;358;360;418;1273;291;390;372;378;360;312;310;344;316;323;547;334;
S30983862	14/September/2018	hard/tradeoff7alt.txt	14	9	12	14	6	3	p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(3,5);	1233;295;285;327;2502;254;264;341;363;349;372;288;622;
S30983862	14/September/2018	hard/museum.txt	15	18	20	23	7	6	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1512;284;795;1018;467;1501;276;329;342;369;457;407;1234;438;305;297;342;309;341;290;561;317;
S31880173	13/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	2229;700;766;707;
S31880173	13/September/2018	easy/easy_cost36.txt	5	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2371;636;650;969;886;592;576;603;567;515;619;575;451;452;488;525;654;792;
S31880173	13/September/2018	easy/easy_rw26.txt	6	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1307;1166;567;879;521;787;
S31880173	13/September/2018	easy/easy_rw29.txt	7	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	1347;465;494;425;512;950;745;
S31880173	13/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2414;521;548;504;875;661;909;
S31880173	13/September/2018	medium/differentsizes.txt	9	7	7	9	3	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	2259;651;894;457;498;709;476;1098;
S31880173	13/September/2018	medium/labyrinth.txt	10	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1554;1334;657;481;876;526;572;
S31880173	13/September/2018	medium/tube_cost.txt	11	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1108;1433;714;684;572;501;607;685;535;1026;639;443;485;753;556;762;
S31880173	13/September/2018	hard/museum.txt	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1128;510;911;1934;657;1124;894;524;
S31880173	13/September/2018	hard/tradeoff4alt.txt	13	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	2573;1230;558;767;741;964;635;763;707;
S31880173	13/September/2018	hard/tradeoff5alt.txt	14	11	14	18	2	1	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(5,3);	1974;695;898;725;3128;451;520;407;444;452;290;356;357;620;794;382;379;
S31880173	13/September/2018	hard/tradeoff7alt.txt	15	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	3813;434;435;604;605;765;531;865;520;
S32389075	14/September/2018	easy/easy_cost36.txt	4	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	3801;550;548;1108;867;355;402;567;364;542;448;372;364;447;411;520;784;609;
S32389075	14/September/2018	easy/easy_rw29.txt	5	13	16	18	2	1	p(4,1);p(3,1);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	9306;386;340;394;542;760;362;388;394;357;379;426;519;293;410;961;695;
S32389075	14/September/2018	easy/easy_cost14.txt	6	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1551;364;913;379;
S32389075	14/September/2018	easy/easy_rw26.txt	7	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	18105;479;575;3637;495;681;
S32389075	14/September/2018	medium/differentsizes.txt	8	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	5078;588;697;379;464;650;688;938;556;628;
S32389075	14/September/2018	medium/tube_cost.txt	9	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1620;2199;742;658;479;488;704;1758;403;487;526;387;473;611;458;841;
S32389075	14/September/2018	medium/courtyardalt.txt	10	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	5491;379;373;471;858;418;847;
S32389075	14/September/2018	medium/labyrinth.txt	11	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	3172;389;409;488;635;449;5736;426;812;348;388;
S32389075	14/September/2018	hard/tradeoff4alt.txt	12	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	11909;404;565;3413;457;573;411;463;506;595;394;479;519;1045;358;
S32389075	14/September/2018	hard/tradeoff7alt.txt	13	12	13	16	7	6	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	12541;480;472;590;634;866;397;441;594;596;676;664;371;767;386;
S32389075	14/September/2018	hard/museum.txt	14	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	3166;403;966;1527;4155;1061;766;3036;
S32389075	14/September/2018	hard/tradeoff5alt.txt	15	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(6,4);p(6,3);p(5,3);	15629;348;363;434;556;398;657;548;495;427;873;443;656;
S33647498	11/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1897;482;862;662;
S33647498	11/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2811;441;459;454;415;1084;693;
S33647498	11/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2133;439;449;472;920;449;390;392;399;423;456;439;889;391;391;399;383;717;
S33647498	11/September/2018	easy/easy_rw26.txt	7	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	1353;386;397;1140;530;391;
S33647498	11/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2944;495;425;506;1400;465;659;
S33647498	11/September/2018	medium/tube_cost.txt	9	6	7	9	3	2	p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1815;473;1100;839;424;2468;449;2076;
S33647498	11/September/2018	medium/differentsizes.txt	10	7	7	9	3	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	2622;489;1303;473;423;424;416;659;
S33647498	11/September/2018	medium/labyrinth.txt	11	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	952;410;795;440;685;417;404;
S33647498	11/September/2018	hard/museum.txt	12	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1666;457;1337;464;488;2101;1238;970;1076;415;1245;400;383;415;407;400;636;423;
S33647498	11/September/2018	hard/tradeoff7alt.txt	13	12	13	16	7	6	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	2101;414;399;1385;391;424;393;415;405;415;751;521;431;757;367;
S33647498	11/September/2018	hard/tradeoff4alt.txt	14	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	2132;366;2118;677;439;408;546;887;416;
S33647498	11/September/2018	hard/tradeoff5alt.txt	15	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	3785;440;399;409;413;449;415;897;417;437;669;458;519;
S34404042	13/September/2018	easy/easy_rw26.txt	4	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	6344;911;698;1036;590;589;
S34404042	13/September/2018	easy/easy_cost14.txt	5	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1387;471;814;372;
S34404042	13/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	1352;468;623;1141;924;387;441;395;366;403;410;827;333;315;917;1712;867;601;
S34404042	13/September/2018	easy/easy_rw29.txt	7	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	3327;480;360;784;602;1202;698;
S34404042	13/September/2018	medium/labyrinth.txt	8	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1876;366;1527;465;884;317;731;604;852;385;1244;
S34404042	13/September/2018	medium/courtyardalt.txt	9	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	3292;499;541;561;1255;598;875;
S34404042	13/September/2018	medium/differentsizes.txt	10	7	7	9	3	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	6937;542;865;309;455;1883;938;736;
S34404042	13/September/2018	medium/tube_cost.txt	11	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1429;1764;531;743;372;706;313;1536;699;577;291;417;945;295;682;1005;
S34404042	13/September/2018	hard/tradeoff5alt.txt	12	11	14	18	2	1	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);	7364;728;456;735;4052;439;556;434;413;404;399;517;358;488;1281;308;609;
S34404042	13/September/2018	hard/museum.txt	13	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1224;561;1299;4189;565;910;837;343;
S34404042	13/September/2018	hard/tradeoff4alt.txt	14	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	3609;428;728;755;406;424;419;331;650;575;368;861;774;1168;548;
S34404042	13/September/2018	hard/tradeoff7alt.txt	15	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	3161;495;447;608;561;876;714;981;328;
S35185193	13/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	3535;632;1055;426;
S35185193	13/September/2018	easy/easy_rw26.txt	5	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	4242;1653;466;1249;487;462;
S35185193	13/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2595;466;516;1235;1319;496;514;470;469;3083;1432;584;602;763;569;497;905;730;
S35185193	13/September/2018	easy/easy_rw29.txt	7	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	6595;448;486;449;1182;1034;833;
S35185193	13/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	11374;908;603;580;1534;556;895;
S35185193	13/September/2018	medium/labyrinth.txt	9	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	4050;529;552;579;1554;501;563;518;1067;447;827;
S35185193	13/September/2018	medium/differentsizes.txt	10	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	3307;488;1476;501;472;994;576;1357;453;718;
S35185193	13/September/2018	medium/tube_cost.txt	11	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	2456;1202;469;1084;462;534;476;1018;524;716;518;637;970;793;548;1123;
S35185193	13/September/2018	hard/museum.txt	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	2193;550;1234;3003;768;1734;1058;473;
S35185193	13/September/2018	hard/tradeoff5alt.txt	13	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	18541;450;451;534;700;483;468;2066;1154;494;1151;454;429;
S35185193	13/September/2018	hard/tradeoff4alt.txt	14	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(0,3);	2220;488;628;681;435;416;455;395;875;934;497;686;1745;1032;481;
S35185193	13/September/2018	hard/tradeoff7alt.txt	15	8	10	12	5	3	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(3,5);	1370;1200;720;3646;466;546;470;453;814;572;778;
S35674788	13/September/2018	easy/easy_rw26.txt	4	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	3210;1382;377;1399;1633;368;
S35674788	13/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2044;327;457;447;1152;832;800;
S35674788	13/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	3061;382;367;1033;760;544;375;384;369;400;384;416;457;527;416;368;631;569;
S35674788	13/September/2018	easy/easy_cost14.txt	7	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1237;974;729;344;
S35674788	13/September/2018	medium/labyrinth.txt	8	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1276;344;399;801;1768;344;359;425;648;496;407;
S35674788	13/September/2018	medium/tube_cost.txt	9	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1465;2512;367;1167;241;416;496;1408;392;512;456;424;431;1169;304;648;
S35674788	13/September/2018	medium/differentsizes.txt	10	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	1694;383;896;312;376;903;666;615;344;824;
S35674788	13/September/2018	medium/courtyardalt.txt	11	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	1564;479;336;432;1159;369;752;
S35674788	13/September/2018	hard/tradeoff5alt.txt	12	11	14	18	2	1	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(5,3);	1721;367;416;280;1871;362;415;392;336;352;368;368;368;432;872;327;384;
S35674788	13/September/2018	hard/tradeoff7alt.txt	13	8	10	12	5	3	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(3,5);	1726;310;401;984;472;399;368;385;471;602;534;
S35674788	13/September/2018	hard/tradeoff4alt.txt	14	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	1941;768;544;1016;416;367;505;496;391;553;368;607;425;848;328;
S35674788	13/September/2018	hard/museum.txt	15	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	2881;631;361;481;462;528;401;480;863;673;712;321;599;295;384;457;744;545;
S35956460	13/September/2018	easy/easy_cost14.txt	4	3	4	7	1	1	p(2,1);p(2,0);p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	2069;1134;1519;323;1446;310;
S35956460	13/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	7476;484;437;435;423;1752;702;
S35956460	13/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	20924;361;386;1096;1381;400;373;734;424;547;412;796;374;373;512;573;1182;611;
S35956460	13/September/2018	easy/easy_rw26.txt	7	6	7	11	2	1	p(3,1);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1039;1297;373;1831;350;595;935;1134;411;596;
S35956460	13/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2092;359;688;296;1856;399;2080;
S35956460	13/September/2018	medium/tube_cost.txt	9	18	19	21	7	6	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(4,1);	2095;2704;360;938;421;385;424;1357;325;2165;399;3327;573;871;449;1531;1096;636;560;760;
S35956460	13/September/2018	medium/differentsizes.txt	10	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	2190;597;2391;548;586;372;611;1793;387;945;
S35956460	13/September/2018	medium/labyrinth.txt	11	11	14	18	3	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	7019;459;474;444;1349;337;374;1008;325;1969;310;373;448;449;1270;362;435;
S35956460	13/September/2018	hard/museum.txt	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1652;411;1096;1457;373;2156;1294;375;
S35956460	13/September/2018	hard/tradeoff7alt.txt	13	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	1391;809;499;1020;486;1133;847;1209;508;
S35956460	13/September/2018	hard/tradeoff4alt.txt	14	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	2065;2090;1059;772;511;747;676;1206;510;
S35956460	13/September/2018	hard/tradeoff5alt.txt	15	15	20	24	6	4	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(6,4);p(6,3);p(5,3);	1826;711;622;524;572;1172;723;524;1021;585;1382;475;560;522;848;718;6698;499;446;537;2242;809;337;
