subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S10581668	11/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2516;348;398;462;405;580;658;
S10581668	11/September/2018	easy/easy_rw26.txt	6	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	1255;1446;394;800;633;412;
S10581668	11/September/2018	easy/easy_cost14.txt	7	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	890;454;1240;349;
S10581668	11/September/2018	medium/differentsizes.txt	8	1	3	5	2	1	p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	2408;448;1410;890;
S10581668	11/September/2018	medium/tube_cost.txt	9	9	11	13	4	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1525;1906;668;643;470;391;458;769;573;560;469;583;
S10581668	11/September/2018	medium/labyrinth.txt	10	9	10	14	2	1	p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1754;404;452;488;521;923;338;449;376;449;1059;367;518;
S10581668	11/September/2018	medium/courtyardalt.txt	11	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2193;536;402;502;1197;388;706;
S10581668	11/September/2018	hard/tradeoff4alt.txt	12	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	2159;334;477;3130;621;304;438;686;393;515;508;444;566;797;452;
S10581668	11/September/2018	hard/tradeoff7alt.txt	13	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	2190;396;497;450;491;588;563;755;487;
S10581668	11/September/2018	hard/tradeoff5alt.txt	14	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	3162;481;448;424;452;455;499;529;397;520;873;365;430;
S10581668	11/September/2018	hard/museum.txt	15	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1397;365;742;1144;389;1865;438;490;1127;427;746;369;347;344;393;465;605;428;
S12962124	14/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1745;396;1470;270;
S12962124	14/September/2018	easy/easy_cost36.txt	5	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	1854;322;305;699;672;270;246;407;324;290;450;330;318;332;1116;336;673;531;
S12962124	14/September/2018	easy/easy_rw26.txt	6	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	1655;345;337;885;288;328;
S12962124	14/September/2018	easy/easy_rw29.txt	7	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2331;336;359;303;322;770;666;
S12962124	14/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2806;390;524;398;545;494;866;
S12962124	14/September/2018	medium/differentsizes.txt	9	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	2527;327;1609;270;360;600;439;422;301;549;
S12962124	14/September/2018	medium/labyrinth.txt	10	11	14	18	3	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	4299;384;526;316;1156;281;375;330;704;1012;405;349;343;348;610;303;272;
S12962124	14/September/2018	medium/tube_cost.txt	11	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1288;1079;283;720;302;814;280;456;362;1108;372;350;345;347;370;659;
S12962124	14/September/2018	hard/museum.txt	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1098;323;1114;3618;365;744;1154;249;
S12962124	14/September/2018	hard/tradeoff4alt.txt	13	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(0,3);	4824;410;356;1338;936;324;334;367;515;427;367;314;576;685;282;
S12962124	14/September/2018	hard/tradeoff5alt.txt	14	11	14	18	2	1	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);	2564;543;516;418;497;377;802;388;331;334;318;326;360;678;614;318;234;
S12962124	14/September/2018	hard/tradeoff7alt.txt	15	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	1871;388;527;575;360;546;364;877;274;
S13479505	11/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1430;520;880;561;
S13479505	11/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	3107;490;346;443;445;760;712;
S13479505	11/September/2018	easy/easy_rw26.txt	6	6	7	11	2	1	p(3,1);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	1388;408;480;2595;331;493;421;623;371;570;
S13479505	11/September/2018	easy/easy_cost36.txt	7	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	1225;410;446;796;1108;270;338;322;358;320;368;362;313;361;325;403;592;537;
S13479505	11/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	1819;510;416;422;668;486;783;
S13479505	11/September/2018	medium/tube_cost.txt	9	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1146;855;718;1352;324;440;438;566;620;648;399;371;428;437;712;677;
S13479505	11/September/2018	medium/labyrinth.txt	10	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1211;409;456;442;700;503;480;
S13479505	11/September/2018	medium/differentsizes.txt	11	1	3	5	2	1	p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	1243;366;398;566;
S13479505	11/September/2018	hard/museum.txt	12	23	26	29	8	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1216;415;690;424;588;392;658;801;1150;311;339;340;627;344;404;746;592;422;552;378;842;344;344;352;419;569;462;521;
S13479505	11/September/2018	hard/tradeoff7alt.txt	13	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	1193;358;454;500;535;439;443;717;440;
S13479505	11/September/2018	hard/tradeoff5alt.txt	14	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	2537;408;437;406;447;446;457;559;370;440;724;424;526;
S13479505	11/September/2018	hard/tradeoff4alt.txt	15	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	3785;535;425;513;404;428;658;705;380;
S13916827	14/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	4430;646;1409;362;
S13916827	14/September/2018	easy/easy_rw26.txt	5	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	2169;4588;447;1115;611;441;
S13916827	14/September/2018	easy/easy_rw29.txt	6	18	26	28	3	2	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	7268;366;405;436;518;1041;413;407;439;738;385;370;434;410;411;4672;456;450;350;390;438;677;372;312;386;630;789;
S13916827	14/September/2018	easy/easy_cost36.txt	7	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2766;399;380;2627;1247;416;453;316;316;419;422;397;401;412;410;424;1097;751;
S13916827	14/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	3587;423;464;457;1539;684;1048;
S13916827	14/September/2018	medium/labyrinth.txt	9	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	2135;827;4597;619;1066;399;401;
S13916827	14/September/2018	medium/tube_cost.txt	10	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1712;1789;1036;908;406;452;433;1250;460;1164;463;425;641;1373;409;879;
S13916827	14/September/2018	medium/differentsizes.txt	11	8	9	11	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	2973;609;1297;390;400;460;1932;737;415;907;
S13916827	14/September/2018	hard/museum.txt	12	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	4464;696;2285;3434;367;1403;341;642;1506;387;732;403;722;352;767;492;1307;365;
S13916827	14/September/2018	hard/tradeoff5alt.txt	13	10	10	14	3	3	p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	7844;1121;316;516;646;353;567;496;433;576;662;547;378;
S13916827	14/September/2018	hard/tradeoff7alt.txt	14	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	3332;503;1516;859;413;824;497;1072;320;
S13916827	14/September/2018	hard/tradeoff4alt.txt	15	10	15	18	3	1	p(6,0);p(7,0);p(8,0);p(9,0);p(9,1);p(9,2);p(9,3);p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	3417;342;382;1595;274;381;883;364;448;382;485;489;414;875;653;950;384;
S15843264	14/September/2018	easy/easy_rw26.txt	4	6	7	11	2	1	p(3,1);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	4267;838;592;1862;609;479;701;989;530;681;
S15843264	14/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	2535;620;619;711;520;1160;1081;
S15843264	14/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2178;518;651;970;1170;510;591;1099;592;600;629;719;580;581;518;573;1020;780;
S15843264	14/September/2018	easy/easy_cost14.txt	7	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1419;511;1069;538;
S15843264	14/September/2018	medium/labyrinth.txt	8	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	2144;518;572;470;2389;460;541;608;1000;633;569;
S15843264	14/September/2018	medium/tube_cost.txt	9	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	1680;1972;560;790;511;529;441;759;540;820;491;530;639;789;592;889;
S15843264	14/September/2018	medium/differentsizes.txt	10	2	5	7	3	1	p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(7,2);	2216;459;601;721;569;989;
S15843264	14/September/2018	medium/courtyardalt.txt	11	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	3690;651;539;611;1280;540;960;
S15843264	14/September/2018	hard/tradeoff5alt.txt	12	14	18	22	5	3	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(6,4);p(6,3);p(5,3);	6493;560;521;550;3470;559;651;480;469;631;509;551;700;539;812;438;592;450;849;821;502;
S15843264	14/September/2018	hard/tradeoff7alt.txt	13	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	4363;850;1260;781;1278;1320;1081;1642;489;
S15843264	14/September/2018	hard/tradeoff4alt.txt	14	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	2700;599;561;2782;538;520;608;602;449;941;510;479;891;1051;508;
S15843264	14/September/2018	hard/museum.txt	15	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	2045;548;1312;2569;542;550;1050;450;911;530;501;509;540;510;524;1148;908;541;
S16773879	14/September/2018	easy/easy_cost14.txt	4	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1664;321;751;278;
S16773879	14/September/2018	easy/easy_rw29.txt	5	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	1670;287;272;319;559;803;686;
S16773879	14/September/2018	easy/easy_cost36.txt	6	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	1091;517;287;541;537;287;268;254;270;283;278;437;309;300;280;296;573;457;
S16773879	14/September/2018	easy/easy_rw26.txt	7	6	7	11	2	1	p(3,1);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	654;253;436;973;466;246;239;666;280;367;
S16773879	14/September/2018	medium/courtyardalt.txt	8	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	1991;273;337;488;415;334;738;
S16773879	14/September/2018	medium/tube_cost.txt	9	12	15	17	5	2	p(8,3);p(7,3);p(7,2);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(4,1);	976;866;242;493;244;469;309;501;320;478;259;310;349;341;974;825;
S16773879	14/September/2018	medium/differentsizes.txt	10	8	9	13	4	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,0);p(6,1);p(6,2);p(6,3);p(7,3);p(7,2);	1025;309;1261;1114;650;466;854;3229;340;267;761;213;
S16773879	14/September/2018	medium/labyrinth.txt	11	6	8	12	2	1	p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	678;330;358;340;742;273;274;278;806;211;245;
S16773879	14/September/2018	hard/museum.txt	12	23	26	29	8	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1258;274;277;623;324;353;615;476;512;230;255;383;1051;230;231;562;285;251;543;349;574;558;274;274;282;408;730;431;
S16773879	14/September/2018	hard/tradeoff7alt.txt	13	5	7	10	3	2	p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	2307;299;323;416;412;336;377;895;539;
S16773879	14/September/2018	hard/tradeoff4alt.txt	14	10	13	16	4	3	p(6,0);p(7,0);p(8,0);p(9,0);p(8,0);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	10744;283;272;1522;474;451;284;593;222;427;260;606;421;954;263;
S16773879	14/September/2018	hard/tradeoff5alt.txt	15	14	18	22	5	3	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(7,5);p(6,5);p(6,4);p(6,3);p(5,3);	1276;216;660;231;634;603;382;242;248;375;533;276;364;292;583;261;224;384;498;294;234;
S19738686	11/September/2018	easy/easy_cost36.txt	4	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	3438;890;894;941;1041;408;352;396;426;364;394;624;424;336;379;395;711;746;
S19738686	11/September/2018	easy/easy_cost14.txt	5	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	5412;1212;767;605;
S19738686	11/September/2018	easy/easy_rw29.txt	6	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	3792;440;590;424;530;926;1030;
S19738686	11/September/2018	easy/easy_rw26.txt	7	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	2010;3404;453;5601;364;528;
S19738686	11/September/2018	medium/differentsizes.txt	8	7	7	9	3	3	p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(7,2);	4959;652;1323;451;530;575;591;705;
S19738686	11/September/2018	medium/courtyardalt.txt	9	6	6	8	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(3,2);	2152;453;697;1259;1570;425;792;
S19738686	11/September/2018	medium/tube_cost.txt	10	15	15	17	6	6	p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(4,1);	1553;6179;592;2197;525;1640;479;923;441;1162;394;454;579;426;398;1024;
S19738686	11/September/2018	medium/labyrinth.txt	11	4	4	8	1	1	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);	1267;817;1513;440;832;362;559;
S19738686	11/September/2018	hard/tradeoff4alt.txt	12	7	7	10	2	2	p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	13604;700;410;529;471;427;773;1088;491;
S19738686	11/September/2018	hard/museum.txt	13	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	40319;605;1112;2335;474;1320;397;410;642;305;1115;318;350;333;351;483;862;319;
S19738686	11/September/2018	hard/tradeoff7alt.txt	14	12	13	16	7	6	p(3,0);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(4,5);p(3,5);	4772;473;708;1197;410;321;349;302;440;700;460;698;466;2065;469;
S19738686	11/September/2018	hard/tradeoff5alt.txt	15	11	14	18	2	1	p(5,0);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);	2460;1251;707;1174;937;338;472;413;376;407;635;311;306;319;885;369;384;
S20065512	13/September/2018	easy/easy_rw29.txt	4	6	6	8	1	1	p(4,1);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(7,2);p(8,2);	3119;429;543;435;422;919;736;
S20065512	13/September/2018	easy/easy_cost36.txt	5	17	17	19	2	2	p(4,3);p(3,3);p(2,3);p(2,2);p(1,2);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(8,2);p(8,3);	2436;408;414;751;1179;290;334;332;412;327;440;518;309;423;338;384;594;541;
S20065512	13/September/2018	easy/easy_rw26.txt	6	3	3	7	1	1	p(3,1);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(0,4);	1854;747;533;759;375;360;
S20065512	13/September/2018	easy/easy_cost14.txt	7	2	2	5	1	1	p(2,1);p(2,2);p(1,2);p(1,3);p(1,4);	1253;352;700;290;
