subject	date	video	rating	time	trialNo
S13916827	14/September/2018	whichway2SL.mp4	4	11685	8
S13916827	14/September/2018	tworoomsOUL.mp4	4	12029	9
S13916827	14/September/2018	tworoomsOL.mp4	4	10091	10
S13916827	14/September/2018	practice3.mp4	1	13073	11
S13916827	14/September/2018	extremeOUL23.mp4	4	15996	13
S13916827	14/September/2018	whichway1OL.mp4	4	10941	14
S13916827	14/September/2018	extremeSUL23.mp4	4	18512	15
S13916827	14/September/2018	gardenOUL.mp4	4	12713	16
S13916827	14/September/2018	extremeSL10.mp4	3	10421	17
S13916827	14/September/2018	extremeOL10.mp4	4	10244	18
S13916827	14/September/2018	easyrw49OUL.mp4	4	10698	19
S13916827	14/September/2018	easyrw49OL.mp4	4	7622	20
S13916827	14/September/2018	courtSUL.mp4	2	11464	21
S13916827	14/September/2018	tworoomsSUL.mp4	1	10673	22
S13916827	14/September/2018	easyrw49SUL.mp4	2	11585	23
S13916827	14/September/2018	gardenSL.mp4	2	11589	24
S13916827	14/September/2018	easyrw49SL.mp4	3	9858	25
S13916827	14/September/2018	whichway3OUL.mp4	4	10962	26
S13916827	14/September/2018	tworoomsSL.mp4	3	9643	27
S13916827	14/September/2018	gardenSUL.mp4	1	12128	28
S13916827	14/September/2018	courtOL.mp4	3	8164	29
S13916827	14/September/2018	courtSL.mp4	3	9823	30
S15843264	14/September/2018	courtOL.mp4	5	8726	5
S15843264	14/September/2018	courtOUL.mp4	4	11993	6
S15843264	14/September/2018	gardenOL.mp4	5	8516	7
S15843264	14/September/2018	extremeSUL23.mp4	2	18736	8
S15843264	14/September/2018	tworoomsSUL.mp4	3	11893	9
S15843264	14/September/2018	easyrw49SUL.mp4	3	12615	10
S15843264	14/September/2018	courtSL.mp4	5	7882	11
S15843264	14/September/2018	whichway1OL.mp4	5	8520	12
S15843264	14/September/2018	gardenOUL.mp4	3	13688	13
S15843264	14/September/2018	gardenSUL.mp4	1	15919	14
S15843264	14/September/2018	courtSUL.mp4	3	13045	15
S15843264	14/September/2018	tworoomsSL.mp4	5	9471	16
S15843264	14/September/2018	tworoomsOUL.mp4	3	11532	17
S15843264	14/September/2018	extremeOL10.mp4	4	12703	18
S15843264	14/September/2018	easyrw49SL.mp4	5	8692	19
S15843264	14/September/2018	gardenSL.mp4	5	8555	20
S15843264	14/September/2018	whichway2SL.mp4	5	9537	21
S15843264	14/September/2018	easyrw49OL.mp4	5	8831	22
S15843264	14/September/2018	whichway4SUL.mp4	2	10624	23
S15843264	14/September/2018	extremeSL10.mp4	4	10757	24
S15843264	14/September/2018	easyrw49OUL.mp4	3	12377	25
S15843264	14/September/2018	tworoomsOL.mp4	5	7428	27
S15843264	14/September/2018	practice3.mp4	1	15185	29
S15843264	14/September/2018	extremeOUL23.mp4	3	16541	31
S15843264	14/September/2018	whichway3OUL.mp4	4	12570	32
S16773879	14/September/2018	tworoomsSL.mp4	5	7443	4
S16773879	14/September/2018	extremeSUL23.mp4	4	15906	5
S16773879	14/September/2018	easyrw49SUL.mp4	5	10006	6
S16773879	14/September/2018	whichway4SUL.mp4	4	10482	7
S16773879	14/September/2018	easyrw49OL.mp4	5	5661	8
S16773879	14/September/2018	courtSL.mp4	5	5789	9
S16773879	14/September/2018	gardenOUL.mp4	5	12000	11
S16773879	14/September/2018	courtOUL.mp4	5	8050	12
S16773879	14/September/2018	whichway2SL.mp4	5	6349	13
S16773879	14/September/2018	gardenSUL.mp4	2	11331	14
S16773879	14/September/2018	easyrw49SL.mp4	5	5659	15
S16773879	14/September/2018	courtOL.mp4	5	6006	17
S16773879	14/September/2018	tworoomsOUL.mp4	5	8538	18
S16773879	14/September/2018	tworoomsOL.mp4	5	4742	19
S16773879	14/September/2018	extremeOL10.mp4	5	6540	20
S16773879	14/September/2018	easyrw49OUL.mp4	5	5961	21
S16773879	14/September/2018	whichway3OUL.mp4	5	7526	22
S16773879	14/September/2018	tworoomsSUL.mp4	2	8763	23
S16773879	14/September/2018	gardenOL.mp4	5	6031	24
S16773879	14/September/2018	gardenSL.mp4	5	6059	25
S16773879	14/September/2018	practice3.mp4	1	7074	26
S16773879	14/September/2018	courtSUL.mp4	5	8721	27
S16773879	14/September/2018	extremeSL10.mp4	5	8630	29
S16773879	14/September/2018	extremeOUL23.mp4	5	12253	30
S16773879	14/September/2018	whichway1OL.mp4	5	6326	31
S19738686	11/September/2018	gardenOL.mp4	5	12049	4
S19738686	11/September/2018	gardenSL.mp4	2	17990	5
S19738686	11/September/2018	whichway4SUL.mp4	3	22242	6
S19738686	11/September/2018	easyrw49SUL.mp4	2	16242	7
S19738686	11/September/2018	practice3.mp4	1	19265	8
S19738686	11/September/2018	gardenOUL.mp4	4	19644	9
S19738686	11/September/2018	whichway2SL.mp4	4	11530	10
S19738686	11/September/2018	tworoomsSUL.mp4	4	11777	12
S19738686	11/September/2018	tworoomsOUL.mp4	4	13409	13
S19738686	11/September/2018	extremeOUL23.mp4	5	20088	14
S19738686	11/September/2018	courtOL.mp4	5	17080	15
S19738686	11/September/2018	extremeSUL23.mp4	2	19913	16
S19738686	11/September/2018	extremeOL10.mp4	5	13487	17
S19738686	11/September/2018	easyrw49OL.mp4	5	18259	18
S19738686	11/September/2018	courtOUL.mp4	4	12859	20
S19738686	11/September/2018	easyrw49OUL.mp4	4	16823	22
S19738686	11/September/2018	whichway1OL.mp4	3	11824	23
S19738686	11/September/2018	tworoomsOL.mp4	3	9290	25
S19738686	11/September/2018	tworoomsSL.mp4	2	9551	26
S19738686	11/September/2018	courtSUL.mp4	3	13264	27
S19738686	11/September/2018	extremeSL10.mp4	2	10786	28
S19738686	11/September/2018	gardenSUL.mp4	1	14173	29
S19738686	11/September/2018	easyrw49SL.mp4	2	8667	30
S19738686	11/September/2018	whichway3OUL.mp4	4	12698	31
S19738686	11/September/2018	courtSL.mp4	2	7890	32
S20065512	13/September/2018	whichway3OUL.mp4	4	9778	4
S20065512	13/September/2018	extremeOUL23.mp4	4	16042	5
S20065512	13/September/2018	courtOUL.mp4	5	12005	6
S20065512	13/September/2018	gardenSUL.mp4	2	27267	9
S20065512	13/September/2018	tworoomsOUL.mp4	4	10342	10
S20065512	13/September/2018	whichway2SL.mp4	4	10042	11
S20065512	13/September/2018	gardenOUL.mp4	4	12668	12
S20065512	13/September/2018	tworoomsOL.mp4	4	5548	13
S20065512	13/September/2018	gardenSL.mp4	3	9980	14
S20065512	13/September/2018	practice3.mp4	1	8412	15
S20065512	13/September/2018	gardenOL.mp4	4	7253	16
S20065512	13/September/2018	easyrw49OL.mp4	3	10605	17
S20065512	13/September/2018	extremeOL10.mp4	4	9676	18
S20065512	13/September/2018	easyrw49OUL.mp4	4	10232	19
S20065512	13/September/2018	courtSL.mp4	5	22450	20
S20065512	13/September/2018	easyrw49SUL.mp4	2	10748	21
S20065512	13/September/2018	whichway1OL.mp4	4	7621	22
S20065512	13/September/2018	courtOL.mp4	3	6236	23
S20065512	13/September/2018	tworoomsSUL.mp4	1	11773	24
S20065512	13/September/2018	whichway4SUL.mp4	2	10652	26
S20065512	13/September/2018	tworoomsSL.mp4	2	6381	27
S20065512	13/September/2018	courtSUL.mp4	2	12736	29
S20065512	13/September/2018	extremeSUL23.mp4	1	14241	30
S20065512	13/September/2018	extremeSL10.mp4	2	8130	31
S20065512	13/September/2018	easyrw49SL.mp4	3	6970	32
S20862983	13/September/2018	tworoomsSUL.mp4	4	11226	4
S20862983	13/September/2018	extremeSL10.mp4	5	11735	5
S20862983	13/September/2018	whichway2SL.mp4	5	12629	6
S20862983	13/September/2018	gardenOUL.mp4	3	12053	7
S20862983	13/September/2018	gardenOL.mp4	5	9006	8
S20862983	13/September/2018	tworoomsOUL.mp4	4	9994	9
S20862983	13/September/2018	practice3.mp4	2	17771	10
S20862983	13/September/2018	tworoomsSL.mp4	5	7261	11
S20862983	13/September/2018	whichway4SUL.mp4	4	14560	12
S20862983	13/September/2018	courtOL.mp4	5	6729	13
S20862983	13/September/2018	courtSL.mp4	5	7314	14
S20862983	13/September/2018	gardenSL.mp4	5	7432	15
S20862983	13/September/2018	extremeSUL23.mp4	4	16291	17
S20862983	13/September/2018	extremeOL10.mp4	5	11255	18
S20862983	13/September/2018	gardenSUL.mp4	3	16522	19
S20862983	13/September/2018	courtSUL.mp4	5	11170	20
S20862983	13/September/2018	courtOUL.mp4	4	9929	21
S20862983	13/September/2018	extremeOUL23.mp4	5	15543	22
S20862983	13/September/2018	whichway1OL.mp4	5	7404	23
S20862983	13/September/2018	easyrw49OUL.mp4	5	11262	25
S20862983	13/September/2018	tworoomsOL.mp4	5	6625	26
S20862983	13/September/2018	easyrw49OL.mp4	5	6804	28
S20862983	13/September/2018	easyrw49SL.mp4	5	6900	29
S20862983	13/September/2018	easyrw49SUL.mp4	4	17186	31
S20862983	13/September/2018	whichway3OUL.mp4	4	9845	32
S21345720	13/September/2018	tworoomsSUL.mp4	3	14432	4
S21345720	13/September/2018	extremeOL10.mp4	4	10448	5
S21345720	13/September/2018	gardenSL.mp4	4	10943	6
S21345720	13/September/2018	gardenSUL.mp4	2	14982	7
S21345720	13/September/2018	whichway2SL.mp4	4	10181	8
S21345720	13/September/2018	gardenOUL.mp4	3	16642	9
S21345720	13/September/2018	practice3.mp4	1	14133	10
S21345720	13/September/2018	gardenOL.mp4	5	13968	11
S21345720	13/September/2018	tworoomsOL.mp4	5	9683	12
S21345720	13/September/2018	extremeSUL23.mp4	2	16290	14
S21345720	13/September/2018	courtSL.mp4	3	-3588493	16
S21345720	13/September/2018	courtOL.mp4	5	9525	17
S21345720	13/September/2018	courtOUL.mp4	3	12246	18
S21345720	13/September/2018	extremeSL10.mp4	3	11093	19
S21345720	13/September/2018	whichway3OUL.mp4	4	11285	20
S21345720	13/September/2018	extremeOUL23.mp4	3	16857	21
S21345720	13/September/2018	whichway1OL.mp4	4	11040	22
S21345720	13/September/2018	easyrw49OL.mp4	4	9582	23
S21345720	13/September/2018	easyrw49OUL.mp4	3	13504	24
S21345720	13/September/2018	tworoomsOUL.mp4	3	14118	27
S21345720	13/September/2018	courtSUL.mp4	4	13120	28
S21345720	13/September/2018	easyrw49SL.mp4	4	12911	29
S21345720	13/September/2018	tworoomsSL.mp4	3	8995	30
S21345720	13/September/2018	easyrw49SUL.mp4	2	12554	31
S21345720	13/September/2018	whichway4SUL.mp4	2	12158	32
S22365246	13/September/2018	gardenSL.mp4	5	7708	4
S22365246	13/September/2018	practice3.mp4	1	10450	5
S22365246	13/September/2018	courtSL.mp4	5	6590	6
S22365246	13/September/2018	gardenOL.mp4	5	5877	7
S22365246	13/September/2018	tworoomsOUL.mp4	4	9072	8
S22365246	13/September/2018	extremeOL10.mp4	5	15536	10
S22365246	13/September/2018	tworoomsOL.mp4	5	119947	11
S22365246	13/September/2018	whichway1OL.mp4	5	13900	13
S22365246	13/September/2018	extremeSUL23.mp4	2	18936	14
S22365246	13/September/2018	whichway2SL.mp4	5	13506	15
S22365246	13/September/2018	whichway3OUL.mp4	4	11117	16
S22365246	13/September/2018	courtOUL.mp4	5	10910	17
S22365246	13/September/2018	extremeSL10.mp4	5	9298	18
S22365246	13/September/2018	gardenSUL.mp4	2	13327	19
S22365246	13/September/2018	extremeOUL23.mp4	4	11731	20
S22365246	13/September/2018	easyrw49OL.mp4	5	7496	21
S22365246	13/September/2018	whichway4SUL.mp4	4	9864	22
S22365246	13/September/2018	gardenOUL.mp4	4	12582	23
S22365246	13/September/2018	easyrw49SUL.mp4	5	8125	24
S22365246	13/September/2018	easyrw49OUL.mp4	5	8272	27
S22365246	13/September/2018	tworoomsSL.mp4	5	6882	28
S22365246	13/September/2018	courtSUL.mp4	5	10843	29
S22365246	13/September/2018	courtOL.mp4	5	6579	30
S22365246	13/September/2018	tworoomsSUL.mp4	5	10400	31
S22365246	13/September/2018	easyrw49SL.mp4	5	12628	32
S22826236	14/September/2018	easyrw49OL.mp4	5	48871	4
S22826236	14/September/2018	gardenOUL.mp4	4	23306	5
S22826236	14/September/2018	easyrw49SUL.mp4	4	21205	6
S22826236	14/September/2018	courtOL.mp4	4	21105	9
S22826236	14/September/2018	tworoomsOUL.mp4	5	11136	10
S22826236	14/September/2018	whichway3OUL.mp4	4	21892	11
S22826236	14/September/2018	whichway4SUL.mp4	4	26965	12
S22826236	14/September/2018	courtOUL.mp4	4	13061	13
S22826236	14/September/2018	extremeOL10.mp4	4	197366	14
S22826236	14/September/2018	easyrw49SL.mp4	5	24544	15
S22826236	14/September/2018	extremeSL10.mp4	5	10541	16
S22826236	14/September/2018	courtSUL.mp4	3	60798	17
S22826236	14/September/2018	whichway2SL.mp4	5	17013	18
S22826236	14/September/2018	practice3.mp4	2	13658	19
S22826236	14/September/2018	extremeSUL23.mp4	3	19968	20
S22826236	14/September/2018	easyrw49OUL.mp4	2	25289	21
S22826236	14/September/2018	tworoomsOL.mp4	4	7233	22
S22826236	14/September/2018	courtSL.mp4	5	8763	23
S22826236	14/September/2018	extremeOUL23.mp4	2	19843	24
S22826236	14/September/2018	gardenSL.mp4	2	8166	26
S22826236	14/September/2018	tworoomsSUL.mp4	3	10443	27
S22826236	14/September/2018	gardenSUL.mp4	2	12980	28
S22826236	14/September/2018	gardenOL.mp4	5	7368	30
S22826236	14/September/2018	tworoomsSL.mp4	5	7278	31
S22826236	14/September/2018	whichway1OL.mp4	5	8640	32
S23005243	13/September/2018	whichway1OL.mp4	3	8125	4
S23005243	13/September/2018	gardenSL.mp4	3	7626	5
S23005243	13/September/2018	gardenOUL.mp4	4	10892	8
S23005243	13/September/2018	tworoomsOL.mp4	3	6450	9
S23005243	13/September/2018	courtOUL.mp4	4	8173	10
S23005243	13/September/2018	extremeOL10.mp4	4	6932	11
S23005243	13/September/2018	extremeOUL23.mp4	4	11833	12
S23005243	13/September/2018	practice3.mp4	1	13437	14
S23005243	13/September/2018	easyrw49OUL.mp4	3	10435	15
S23005243	13/September/2018	courtOL.mp4	4	6881	16
S23005243	13/September/2018	tworoomsOUL.mp4	3	9535	17
S23005243	13/September/2018	tworoomsSL.mp4	3	7086	18
S23005243	13/September/2018	easyrw49SUL.mp4	2	12572	19
S23005243	13/September/2018	whichway2SL.mp4	2	7748	20
S23005243	13/September/2018	tworoomsSUL.mp4	1	9221	21
S23005243	13/September/2018	easyrw49SL.mp4	4	8089	22
S23005243	13/September/2018	easyrw49OL.mp4	3	6750	23
S23005243	13/September/2018	courtSUL.mp4	3	9949	24
S23005243	13/September/2018	extremeSL10.mp4	2	9186	25
S23005243	13/September/2018	whichway3OUL.mp4	4	9095	26
S23005243	13/September/2018	extremeSUL23.mp4	2	16120	27
S23005243	13/September/2018	whichway4SUL.mp4	1	10144	28
S23005243	13/September/2018	courtSL.mp4	3	12985	30
S23005243	13/September/2018	gardenSUL.mp4	1	12122	31
S23005243	13/September/2018	gardenOL.mp4	3	6856	32
S23202423	11/September/2018	extremeOL10.mp4	5	11804	6
S23202423	11/September/2018	extremeOUL23.mp4	5	18271	7
S23202423	11/September/2018	easyrw49SUL.mp4	5	17161	8
S23202423	11/September/2018	whichway3OUL.mp4	5	12937	9
S23202423	11/September/2018	easyrw49OUL.mp4	5	16909	10
S23202423	11/September/2018	gardenSUL.mp4	4	20400	11
S23202423	11/September/2018	extremeSL10.mp4	5	16033	12
S23202423	11/September/2018	whichway1OL.mp4	5	13768	13
S23202423	11/September/2018	gardenSL.mp4	5	13133	14
S23202423	11/September/2018	courtOUL.mp4	5	-3583208	15
S23202423	11/September/2018	tworoomsOL.mp4	5	9875	16
S23202423	11/September/2018	easyrw49OL.mp4	5	38283	17
S23202423	11/September/2018	gardenOUL.mp4	4	22042	18
S23202423	11/September/2018	courtSUL.mp4	4	18787	19
S23202423	11/September/2018	tworoomsOUL.mp4	4	19007	20
S23202423	11/September/2018	tworoomsSUL.mp4	4	17383	22
S23202423	11/September/2018	gardenOL.mp4	5	63446	23
S23202423	11/September/2018	courtSL.mp4	5	15949	24
S23202423	11/September/2018	easyrw49SL.mp4	4	13514	25
S23202423	11/September/2018	practice3.mp4	1	16676	26
S23202423	11/September/2018	tworoomsSL.mp4	4	12234	28
S23202423	11/September/2018	whichway4SUL.mp4	3	17688	29
S23202423	11/September/2018	extremeSUL23.mp4	4	30084	30
S23202423	11/September/2018	courtOL.mp4	5	13734	31
S23202423	11/September/2018	whichway2SL.mp4	5	12330	32
S23980440	14/September/2018	easyrw49OUL.mp4	4	17899	4
S23980440	14/September/2018	gardenOUL.mp4	5	13055	5
S23980440	14/September/2018	gardenOL.mp4	5	8387	6
S23980440	14/September/2018	tworoomsOUL.mp4	2	10808	7
S23980440	14/September/2018	courtSUL.mp4	4	14837	8
S23980440	14/September/2018	courtSL.mp4	4	11395	9
S23980440	14/September/2018	gardenSUL.mp4	2	15386	10
S23980440	14/September/2018	easyrw49OL.mp4	5	19219	12
S23980440	14/September/2018	gardenSL.mp4	5	7067	13
S23980440	14/September/2018	tworoomsSUL.mp4	2	13550	15
S23980440	14/September/2018	easyrw49SL.mp4	4	10459	16
S23980440	14/September/2018	whichway1OL.mp4	4	8403	18
S23980440	14/September/2018	easyrw49SUL.mp4	4	14297	19
S23980440	14/September/2018	whichway2SL.mp4	5	9902	20
S23980440	14/September/2018	extremeOL10.mp4	5	9070	21
S23980440	14/September/2018	tworoomsOL.mp4	4	6923	22
S23980440	14/September/2018	whichway4SUL.mp4	4	11528	23
S23980440	14/September/2018	practice3.mp4	1	-3586649	24
S23980440	14/September/2018	tworoomsSL.mp4	5	8563	25
S23980440	14/September/2018	whichway3OUL.mp4	3	12498	26
S23980440	14/September/2018	extremeOUL23.mp4	4	21802	27
S23980440	14/September/2018	extremeSUL23.mp4	1	189172	28
S23980440	14/September/2018	extremeSL10.mp4	4	11195	29
S23980440	14/September/2018	courtOUL.mp4	2	19066	31
S23980440	14/September/2018	courtOL.mp4	5	6928	32
S24988002	14/September/2018	extremeOL10.mp4	5	12243	4
S24988002	14/September/2018	courtOUL.mp4	5	10866	5
S24988002	14/September/2018	easyrw49SUL.mp4	5	12365	6
S24988002	14/September/2018	easyrw49SL.mp4	5	9933	7
S24988002	14/September/2018	gardenOUL.mp4	4	13609	8
S24988002	14/September/2018	whichway4SUL.mp4	2	12372	9
S24988002	14/September/2018	whichway2SL.mp4	5	10014	11
S24988002	14/September/2018	courtSUL.mp4	3	10303	12
S24988002	14/September/2018	gardenSL.mp4	5	8012	14
S24988002	14/September/2018	extremeSUL23.mp4	4	17891	15
S24988002	14/September/2018	gardenSUL.mp4	2	16328	16
S24988002	14/September/2018	whichway3OUL.mp4	5	10746	17
S24988002	14/September/2018	courtOL.mp4	5	7262	18
S24988002	14/September/2018	practice3.mp4	1	14128	19
S24988002	14/September/2018	extremeSL10.mp4	5	10044	20
S24988002	14/September/2018	whichway1OL.mp4	5	9088	21
S24988002	14/September/2018	easyrw49OUL.mp4	5	12404	22
S24988002	14/September/2018	tworoomsOL.mp4	5	6556	23
S24988002	14/September/2018	courtSL.mp4	5	6384	24
S24988002	14/September/2018	gardenOL.mp4	5	8541	25
S24988002	14/September/2018	tworoomsSL.mp4	5	8880	26
S24988002	14/September/2018	tworoomsOUL.mp4	4	13937	28
S24988002	14/September/2018	tworoomsSUL.mp4	3	12325	29
S24988002	14/September/2018	extremeOUL23.mp4	5	31846	30
S24988002	14/September/2018	easyrw49OL.mp4	5	8283	32
S26117990	14/September/2018	extremeOUL23.mp4	5	15996	4
S26117990	14/September/2018	whichway2SL.mp4	5	8404	5
S26117990	14/September/2018	extremeOL10.mp4	5	7877	6
S26117990	14/September/2018	extremeSL10.mp4	3	8527	9
S26117990	14/September/2018	tworoomsOUL.mp4	4	10609	10
S26117990	14/September/2018	tworoomsOL.mp4	5	6126	11
S26117990	14/September/2018	tworoomsSL.mp4	5	7725	12
S26117990	14/September/2018	courtSL.mp4	5	9149	13
S26117990	14/September/2018	gardenSL.mp4	3	6767	14
S26117990	14/September/2018	easyrw49OL.mp4	4	7545	15
S26117990	14/September/2018	gardenSUL.mp4	2	12906	16
S26117990	14/September/2018	tworoomsSUL.mp4	2	8730	17
S26117990	14/September/2018	whichway4SUL.mp4	2	8000	18
S26117990	14/September/2018	easyrw49OUL.mp4	5	8899	19
S26117990	14/September/2018	gardenOUL.mp4	4	10699	20
S26117990	14/September/2018	courtOL.mp4	5	7699	21
S26117990	14/September/2018	extremeSUL23.mp4	4	68713	22
S26117990	14/September/2018	practice3.mp4	1	14623	24
S26117990	14/September/2018	whichway1OL.mp4	5	10816	25
S26117990	14/September/2018	whichway3OUL.mp4	5	8790	26
S26117990	14/September/2018	gardenOL.mp4	5	10869	27
S26117990	14/September/2018	courtSUL.mp4	4	10482	29
S26117990	14/September/2018	easyrw49SL.mp4	5	8592	30
S26117990	14/September/2018	courtOUL.mp4	5	9681	31
S26117990	14/September/2018	easyrw49SUL.mp4	5	12497	32
S27054957	14/September/2018	tworoomsOL.mp4	5	12054	4
S27054957	14/September/2018	gardenOUL.mp4	4	15984	5
S27054957	14/September/2018	tworoomsOUL.mp4	5	16010	6
S27054957	14/September/2018	whichway4SUL.mp4	5	12014	7
S27054957	14/September/2018	tworoomsSUL.mp4	2	13340	10
S27054957	14/September/2018	courtSUL.mp4	1	11448	11
S27054957	14/September/2018	extremeOUL23.mp4	5	16996	12
S27054957	14/September/2018	courtSL.mp4	2	7753	13
S27054957	14/September/2018	practice3.mp4	1	16563	14
S27054957	14/September/2018	easyrw49OUL.mp4	4	19313	15
S27054957	14/September/2018	tworoomsSL.mp4	3	10394	16
S27054957	14/September/2018	courtOL.mp4	4	7192	18
