subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S11135	26/October/2016	cathedral	4	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	9387;712;1377;766;576;2432;688;1384;568;520;1312;456;528;488;504;1080;584;544;736;
S11135	26/October/2016	labyrinth3	5	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1618;575;544;1369;504;536;1920;600;1040;480;864;600;904;464;488;471;929;415;
S11135	26/October/2016	library	6	11	14	16	3	1	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	4271;552;728;569;1098;574;1696;552;480;1312;520;1224;375;465;855;
S11135	26/October/2016	tworooms	7	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1543;583;584;1008;568;544;1160;488;840;
S11135	26/October/2016	garden	8	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1259;464;1128;528;1640;552;904;432;1351;507;1015;465;545;551;600;1472;418;872;384;616;544;841;415;
S11135	26/October/2016	cubicles	9	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1128;648;2831;545;688;743;1096;608;1656;1952;1152;488;
S11135	26/October/2016	ikea	10	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1752;496;472;1144;425;472;848;512;927;1441;551;552;1432;600;736;440;864;528;528;504;
S11135	26/October/2016	lab	11	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1303;511;696;728;1360;528;874;464;703;441;967;504;
S11135	26/October/2016	courtyard	12	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1094;607;696;1368;456;960;
S11135	26/October/2016	bunker3	13	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1064;408;1488;544;568;616;1288;568;1112;527;
S11135	26/October/2016	roomG	14	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1290;663;528;704;1200;536;1360;568;960;536;568;664;1008;880;480;592;
S11135	26/October/2016	museum	15	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1196;616;728;1161;712;906;799;664;
S123177	21/October/2016	lab	4	26	30	33	10	7	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	4027;676;1991;630;29327;388;462;6868;440;1923;1220;402;598;8292;473;1219;348;1017;329;567;376;395;600;383;5491;566;985;393;540;350;614;449;
S123177	21/October/2016	tworooms	5	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	2308;417;487;1180;427;464;9817;1201;922;
S123177	21/October/2016	cathedral	6	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2228;385;8064;1055;9813;7006;435;5976;410;370;1480;530;328;410;442;424;427;541;1182;
S123177	21/October/2016	labyrinth3	7	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1924;519;756;22127;606;812;17183;448;922;362;
S123177	21/October/2016	library	8	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1557;597;1292;716;5317;1211;442;582;1574;410;480;3834;806;
S123177	21/October/2016	museum	9	23	26	29	8	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1314;345;1211;6293;496;394;1891;525;1039;379;552;378;370;448;487;2049;386;440;876;392;670;480;355;387;392;416;600;488;
S123177	21/October/2016	roomG	10	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1626;423;378;7640;519;1088;8078;552;2402;338;598;418;
S123177	21/October/2016	garden	11	11	13	16	3	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1366;424;2607;559;8561;598;802;369;2357;386;338;866;418;1110;386;
S123177	21/October/2016	bunker3	12	11	12	15	3	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1453;324;700;386;488;348;8914;740;1000;402;1032;444;851;391;
S123177	21/October/2016	ikea	13	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	3131;442;724;960;756;638;8846;621;851;410;512;472;6924;440;781;441;660;560;456;552;
S123177	21/October/2016	cubicles	14	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	7390;425;567;552;504;488;882;1032;16222;960;371;465;
S123177	21/October/2016	courtyard	15	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	13562;448;411;1195;362;772;
S126242	28/October/2016	garden	4	10	13	16	3	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2351;696;74164;563;13672;758;51112;841;391;448;385;823;464;712;471;
S126242	28/October/2016	museum	5	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	65638;564;961;2743;552;544;1281;399;1184;464;448;480;520;416;456;632;800;400;
S126242	28/October/2016	cathedral	6	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1558;440;512;528;520;1968;488;2568;384;416;1056;336;408;424;608;688;464;527;753;
S126242	28/October/2016	lab	7	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1609;432;560;488;968;359;813;484;
S126242	28/October/2016	courtyard	8	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	2482;423;433;1280;450;885;
S126242	28/October/2016	ikea	9	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	2445;551;449;497;462;706;5126;544;936;728;472;504;1232;464;704;512;992;368;640;440;
S126242	28/October/2016	bunker3	10	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	82398;472;1762;375;399;536;1480;441;1263;480;
S126242	28/October/2016	tworooms	11	18	22	24	8	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	1371;383;504;809;423;441;1239;416;584;600;456;1368;352;473;751;440;416;448;8111;361;568;456;760;
S126242	28/October/2016	roomG	12	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1012;423;480;720;544;640;896;512;720;392;432;528;928;968;408;400;
S126242	28/October/2016	cubicles	13	13	17	21	7	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	1111;1463;1504;624;1096;480;872;640;2912;432;839;777;736;472;344;400;416;1144;400;520;
S126242	28/October/2016	labyrinth3	14	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	3793;624;600;5800;535;504;640;448;816;448;
S126242	28/October/2016	library	15	15	20	22	5	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1594;511;36737;543;752;456;920;416;456;920;352;400;439;401;472;991;417;696;416;415;593;
S14208	21/October/2016	lab	4	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	2686;546;1962;636;2202;662;1082;586;1013;572;826;586;
S14208	21/October/2016	bunker3	5	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1662;514;1566;554;589;852;1210;1221;878;617;
S14208	21/October/2016	cathedral	6	18	22	24	7	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1578;554;860;716;802;2257;628;1019;627;589;557;1830;621;528;949;479;574;573;615;623;594;557;860;
S14208	21/October/2016	labyrinth3	7	10	12	15	2	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1550;511;623;1032;573;617;1180;566;982;572;860;493;872;565;
S14208	21/October/2016	tworooms	8	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	2257;517;586;716;573;617;1602;510;929;
S14208	21/October/2016	courtyard	9	8	9	11	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(2,2);	2814;577;628;683;750;648;712;1102;544;837;
S14208	21/October/2016	garden	10	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1373;546;651;640;1556;562;965;607;520;529;847;532;552;554;642;653;691;1131;671;512;605;1139;534;
S14208	21/October/2016	library	11	11	12	14	3	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	2058;612;744;833;1232;698;546;551;649;646;681;1001;1246;
S14208	21/October/2016	ikea	12	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	2068;603;608;792;528;658;1099;601;1053;562;581;569;1221;606;898;676;886;477;549;724;
S14208	21/October/2016	cubicles	13	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1306;562;1481;580;874;609;750;586;871;917;786;576;
S14208	21/October/2016	museum	14	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1423;648;699;1232;902;756;786;548;
S14208	21/October/2016	roomG	15	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	971;497;524;641;701;596;1334;476;834;564;699;545;983;883;564;564;
S156147	21/October/2016	tworooms	4	17	22	24	9	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	5034;896;760;1029;739;670;1851;448;734;2321;484;414;2883;326;4345;335;316;414;700;394;346;485;800;
S156147	21/October/2016	ikea	5	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1350;425;479;1166;368;529;2324;411;1344;384;1068;444;3160;473;406;435;
S156147	21/October/2016	courtyard	6	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1548;453;533;729;545;876;
S156147	21/October/2016	cathedral	7	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	3063;532;2341;1590;424;2421;423;3132;447;391;2341;386;513;455;325;523;840;428;954;
S156147	21/October/2016	bunker3	8	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1287;362;712;484;502;732;939;828;1125;602;
S156147	21/October/2016	museum	9	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1433;707;1154;1196;652;987;583;483;671;506;1868;215;241;273;554;1245;650;453;
S156147	21/October/2016	roomG	10	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1148;398;424;712;867;593;1167;296;641;335;683;453;
S156147	21/October/2016	labyrinth3	11	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1257;472;463;612;869;513;1630;705;1287;477;380;470;1916;951;402;385;581;326;
S156147	21/October/2016	lab	12	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	73528;561;838;521;2592;473;1562;613;364;416;999;311;
S156147	21/October/2016	garden	13	11	15	18	4	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1222;480;534;493;1747;2352;277;446;1972;248;358;440;374;455;486;729;236;
S156147	21/October/2016	cubicles	14	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1163;402;4820;869;682;856;982;531;2309;2270;948;1027;
S156147	21/October/2016	library	15	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1811;334;790;2380;889;780;415;463;858;455;1323;2024;847;
S16432	28/October/2016	garden	4	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	3436;396;655;442;3523;428;989;801;433;400;499;387;390;432;419;725;457;571;388;366;414;693;315;
S16432	28/October/2016	labyrinth3	5	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1189;400;403;446;483;410;1048;475;1035;414;449;394;585;363;418;367;641;276;
S16432	28/October/2016	cubicles	6	8	9	13	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	2945;445;477;755;453;484;1256;460;870;1647;404;371;
S16432	28/October/2016	lab	7	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1321;394;492;439;1222;456;504;469;390;380;550;317;
S16432	28/October/2016	roomG	8	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1001;407;368;409;534;378;1263;467;769;426;422;464;918;1004;364;371;
S16432	28/October/2016	bunker3	9	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1581;353;426;414;393;411;510;629;762;369;
S16432	28/October/2016	ikea	10	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1405;324;344;430;426;418;507;428;534;456;445;437;1047;500;632;417;516;401;398;394;
S16432	28/October/2016	cathedral	11	7	8	10	2	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	1066;373;465;873;416;536;716;429;784;
S16432	28/October/2016	courtyard	12	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	2454;423;459;484;432;688;
S16432	28/October/2016	museum	13	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1913;425;468;1685;414;416;500;375;667;382;333;380;308;400;384;586;523;335;
S16432	28/October/2016	library	14	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	954;380;428;486;445;503;387;443;513;423;405;618;786;
S16432	28/October/2016	tworooms	15	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1062;469;524;437;344;364;739;352;601;
S164546	26/October/2016	museum	4	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	6562;1119;1664;6081;735;528;1088;489;744;400;432;423;521;616;495;1345;920;336;
S164546	26/October/2016	ikea	5	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	9438;584;416;2552;400;623;2209;488;1064;544;527;448;2760;448;784;424;752;433;383;553;
S164546	26/October/2016	labyrinth3	6	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1761;335;712;944;408;440;2801;440;904;408;1608;343;873;320;416;399;616;376;
S164546	26/October/2016	cubicles	7	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	4192;504;865;2207;472;464;905;438;1601;1160;329;271;
S164546	26/October/2016	library	8	11	12	14	3	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1876;936;1343;376;1656;665;584;415;1729;312;351;1729;783;
S164546	26/October/2016	courtyard	9	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	9429;335;320;1254;307;856;
S164546	26/October/2016	bunker3	10	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1123;335;1880;441;424;376;1239;440;3753;335;680;313;367;377;351;512;832;320;
S164546	26/October/2016	garden	11	16	17	20	4	3	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1183;423;1872;304;1104;322;1246;1184;376;320;401;760;311;864;313;351;288;641;327;
S164546	26/October/2016	lab	12	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	2674;280;2319;432;1633;327;736;280;
S164546	26/October/2016	tworooms	13	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1146;377;375;1752;424;392;920;336;729;
S164546	26/October/2016	roomG	14	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	2039;376;360;960;368;368;936;352;952;816;304;344;
S164546	26/October/2016	cathedral	15	12	12	14	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1439;416;1752;328;368;984;304;3160;328;360;344;376;736;
S166242	26/October/2016	tworooms	4	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	7288;478;528;1880;600;576;2680;560;896;
S166242	26/October/2016	lab	5	11	16	19	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(4,3);p(5,3);p(5,2);p(5,1);p(4,1);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1510;525;723;440;2083;469;1679;481;376;431;521;495;401;471;529;432;799;409;
S166242	26/October/2016	museum	6	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	2589;559;872;944;460;1081;859;416;
S166242	26/October/2016	courtyard	7	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	3885;426;381;991;498;743;
S166242	26/October/2016	cathedral	8	8	10	12	4	3	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1504;475;1379;441;687;1792;1361;391;744;1161;808;
