subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S882638	28/October/2016	courtyard	11	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1448;463;464;832;273;771;
S882638	28/October/2016	cubicles	12	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	821;431;1172;272;752;288;607;385;988;784;272;192;
S882638	28/October/2016	ikea	13	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	3377;287;448;804;1280;336;916;240;704;320;352;352;1780;288;1168;320;565;320;432;255;
S882638	28/October/2016	roomG	14	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1342;291;288;704;335;304;1413;288;1009;239;351;354;859;991;353;272;
S882638	28/October/2016	museum	15	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	985;355;624;784;287;1001;323;304;881;223;929;239;309;367;305;255;720;241;
S890803	26/October/2016	lab	4	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	6156;457;2088;410;2000;424;618;400;648;392;872;328;
S890803	26/October/2016	cubicles	5	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	2260;408;520;2042;376;616;754;496;1168;1424;344;328;
S890803	26/October/2016	garden	6	20	21	24	5	4	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1267;376;1704;320;944;656;1530;328;456;794;600;408;368;738;416;850;384;648;392;386;368;656;544;
S890803	26/October/2016	labyrinth3	7	10	12	15	2	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1025;408;458;710;394;376;1688;416;1264;328;384;354;744;304;
S890803	26/October/2016	roomG	8	18	21	25	6	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1308;714;510;1170;336;384;1752;344;688;424;304;352;970;872;703;425;1520;288;320;352;352;656;439;345;
S890803	26/October/2016	museum	9	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1379;416;848;1512;408;720;864;632;
S890803	26/October/2016	tworooms	10	18	22	24	8	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	967;352;424;1160;352;384;1399;401;785;625;416;1320;328;384;1056;303;337;327;329;776;336;535;704;
S890803	26/October/2016	library	11	15	16	18	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1338;336;480;448;920;583;409;392;632;480;455;920;593;551;345;360;575;
S890803	26/October/2016	cathedral	12	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1622;369;1766;306;417;912;591;1262;691;615;1191;415;321;391;329;432;359;694;681;
S890803	26/October/2016	courtyard	13	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1122;424;376;705;415;808;
S890803	26/October/2016	bunker3	14	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	918;319;641;488;367;401;2311;352;752;734;
S890803	26/October/2016	ikea	15	17	18	23	5	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1201;341;370;1856;296;384;1208;393;647;376;424;640;1688;784;736;592;392;440;560;377;343;296;
S896860	26/October/2016	library	4	9	10	12	2	1	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	2678;1123;774;764;3116;549;870;553;612;820;766;
S896860	26/October/2016	courtyard	5	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	2556;578;869;1281;570;911;
S896860	26/October/2016	labyrinth3	6	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1606;484;418;1707;505;652;1277;533;1182;540;529;499;1280;451;884;822;990;418;
S896860	26/October/2016	roomG	7	15	21	25	6	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1111;487;466;1992;496;620;972;564;716;580;679;953;1102;482;1182;542;801;516;491;636;626;1312;402;475;
S896860	26/October/2016	tworooms	8	18	22	24	8	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	2009;442;537;1119;488;743;1094;740;982;557;899;476;653;595;562;687;609;476;506;532;523;507;765;
S896860	26/October/2016	bunker3	9	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	969;494;636;557;608;1896;1149;611;1212;556;
S896860	26/October/2016	ikea	10	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1535;594;617;1014;851;947;997;634;812;578;1140;787;1470;620;636;748;
S896860	26/October/2016	cathedral	11	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	9591;617;1560;744;682;1712;604;1174;506;804;1528;556;586;1118;1474;1198;1103;708;1820;
S896860	26/October/2016	museum	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1570;634;1509;1299;740;880;1386;1200;
S896860	26/October/2016	garden	13	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1555;563;671;729;1080;660;588;623;747;1056;1248;
S896860	26/October/2016	cubicles	14	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	6998;471;1593;464;1048;549;678;574;1168;909;477;425;
S896860	26/October/2016	lab	15	26	30	33	10	7	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1214;474;1370;626;1387;685;667;616;656;749;787;478;1171;449;532;1376;456;5075;433;481;565;547;540;617;500;716;1304;410;511;585;948;508;
S898785	26/October/2016	lab	4	29	32	35	10	8	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(4,3);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1483;527;1000;376;5161;311;1144;2440;315;437;376;377;383;1616;296;832;760;304;384;400;368;784;352;1472;329;343;344;576;465;319;408;864;832;344;
S898785	26/October/2016	cubicles	5	11	13	17	5	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	2799;879;376;897;351;488;1521;343;1744;376;336;408;1057;767;376;424;
S898785	26/October/2016	bunker3	6	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	1220;327;904;386;382;456;952;320;2208;296;632;368;360;408;360;416;706;1471;
S898785	26/October/2016	cathedral	7	17	20	22	7	6	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1592;416;1231;400;384;920;296;864;800;360;362;366;592;329;375;361;335;352;320;776;648;
S898785	26/October/2016	ikea	8	16	17	19	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	1449;335;377;873;334;385;631;360;1816;328;320;328;1185;311;848;625;367;849;
S898785	26/October/2016	roomG	9	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	2015;1392;1151;744;344;344;1000;408;624;352;384;417;935;720;320;304;
S898785	26/October/2016	tworooms	10	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1802;368;360;512;344;480;752;392;1120;
S898785	26/October/2016	labyrinth3	11	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1276;368;391;576;352;384;752;337;687;352;
S898785	26/October/2016	library	12	15	16	18	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1277;352;864;423;1096;600;336;408;448;376;472;944;448;608;352;336;456;
S898785	26/October/2016	museum	13	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1326;393;607;769;391;1416;664;408;
S898785	26/October/2016	courtyard	14	8	9	11	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(2,2);	2219;335;368;352;808;361;407;544;368;600;
S898785	26/October/2016	garden	15	21	23	26	5	4	p(0,0);p(0,1);p(0,2);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2015;4;7;442;632;416;1168;600;576;968;320;392;584;336;408;352;480;688;368;520;328;360;361;623;304;
S913185	21/October/2016	bunker3	4	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	4776;727;632;544;489;472;13656;560;864;552;
S913185	21/October/2016	museum	5	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	2041;440;624;3401;408;536;824;392;
S913185	21/October/2016	ikea	6	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1372;384;368;512;360;384;727;408;801;432;448;392;696;352;472;360;568;352;320;368;
S913185	21/October/2016	cubicles	7	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	6676;704;800;711;616;528;744;505;831;1048;504;488;
S913185	21/October/2016	tworooms	8	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1557;328;376;440;376;384;872;336;632;
S913185	21/October/2016	garden	9	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1028;336;712;320;4264;608;728;408;400;320;720;336;336;344;344;472;368;656;352;336;319;545;344;
S913185	21/October/2016	cathedral	10	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1199;344;520;408;455;2329;335;576;337;296;1063;296;320;304;320;313;335;336;1121;
S913185	21/October/2016	labyrinth3	11	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1143;280;320;440;352;352;3256;320;872;448;376;304;896;296;328;335;608;369;
S913185	21/October/2016	roomG	12	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1050;297;327;472;361;383;704;352;625;319;336;344;593;1111;353;328;
S913185	21/October/2016	courtyard	13	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	4623;536;448;456;368;752;
S913185	21/October/2016	lab	14	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1072;343;480;408;5857;368;784;384;408;416;719;368;
S913185	21/October/2016	library	15	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1465;528;415;432;913;527;400;368;529;439;337;631;985;
S926415	21/October/2016	cathedral	4	13	14	16	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2509;568;787;429;467;1182;388;776;1486;390;482;434;472;533;886;
S926415	21/October/2016	courtyard	5	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	2831;417;522;664;513;908;
S926415	21/October/2016	ikea	6	11	13	15	3	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	1273;546;498;1042;433;439;1582;354;1160;404;487;819;412;692;
S926415	21/October/2016	labyrinth3	7	10	12	15	2	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1116;348;612;438;413;371;700;583;1416;1758;518;477;1042;358;
S926415	21/October/2016	bunker3	8	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1258;468;527;412;498;396;716;544;895;422;
S926415	21/October/2016	library	9	12	14	16	3	1	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1699;983;520;460;598;622;1634;459;403;826;652;1952;421;427;856;
S926415	21/October/2016	tworooms	10	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1168;455;487;543;413;530;783;719;807;
S926415	21/October/2016	garden	11	16	17	20	4	3	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	986;598;576;403;1424;428;1110;452;810;417;758;403;434;522;584;1120;458;630;405;
S926415	21/October/2016	cubicles	12	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1297;676;1424;832;574;452;956;452;1010;733;667;380;
S926415	21/October/2016	lab	13	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	981;556;437;636;584;452;640;480;
S926415	21/October/2016	roomG	14	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	978;552;468;770;494;415;1064;670;1135;784;479;543;926;758;725;375;
S926415	21/October/2016	museum	15	15	18	21	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1433;713;568;1369;465;468;1010;1244;568;1719;391;518;390;504;390;389;437;1242;708;481;
S932984	26/October/2016	bunker3	4	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	2283;584;2433;527;576;672;2601;696;1496;680;
S932984	26/October/2016	ikea	5	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	2752;1112;752;1368;696;768;2760;913;1120;672;1168;712;889;639;504;624;
S932984	26/October/2016	labyrinth3	6	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	3993;553;608;1023;560;728;2107;847;1648;616;471;552;1193;512;600;624;880;536;
S932984	26/October/2016	garden	7	16	17	20	4	3	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2065;641;1271;561;4985;551;1112;529;616;552;584;1088;472;2336;528;513;616;736;496;
S932984	26/October/2016	roomG	8	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1436;632;569;1175;457;511;1866;527;1288;920;504;656;
S932984	26/October/2016	library	9	8	10	12	2	1	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	3380;504;1129;680;728;496;672;560;640;2793;824;
S932984	26/October/2016	cubicles	10	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	3542;760;3025;528;1488;944;853;683;1098;934;408;425;
S932984	26/October/2016	tworooms	11	18	22	24	8	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	2804;520;616;889;392;711;2057;520;1088;2120;486;1275;368;567;785;392;440;432;408;584;448;592;792;
S932984	26/October/2016	museum	12	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1685;543;1346;1127;528;1129;943;416;
S932984	26/October/2016	courtyard	13	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1522;449;472;1144;688;1024;
S932984	26/October/2016	lab	14	28	30	33	10	8	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1610;400;960;537;1304;1087;1441;544;1376;488;625;1000;432;840;856;816;568;664;472;737;688;1905;399;506;447;440;487;697;568;552;640;536;
S932984	26/October/2016	cathedral	15	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2035;552;2698;566;568;1368;680;1600;1233;480;2448;448;680;512;480;569;536;616;888;
S934665	26/October/2016	library	4	8	10	12	2	1	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	3277;584;880;531;645;410;390;592;576;608;1033;
S934665	26/October/2016	cathedral	5	17	20	22	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	3057;472;1177;416;431;1632;1616;512;520;472;544;1576;608;376;440;424;425;407;408;496;712;
S934665	26/October/2016	labyrinth3	6	21	28	31	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	2170;368;416;584;456;488;528;440;432;2512;544;400;449;463;555;413;1480;624;337;343;368;3400;392;408;425;399;504;448;1440;432;
S934665	26/October/2016	cubicles	7	21	33	37	10	5	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(2,7);p(1,7);p(0,7);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	2136;367;552;448;344;1824;440;352;496;501;427;1336;368;393;591;424;1545;375;464;441;511;416;592;384;953;313;1270;1772;444;464;360;361;343;1096;376;432;
S934665	26/October/2016	bunker3	8	18	24	27	5	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,3);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	1453;385;487;1328;384;440;696;464;640;376;1840;400;472;440;520;352;1096;400;512;457;480;335;400;489;1071;440;
S934665	26/October/2016	roomG	9	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	1348;456;400;624;448;456;1376;600;640;872;321;527;
S934665	26/October/2016	ikea	10	17	22	27	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	2029;378;821;464;392;920;1792;384;520;576;872;939;453;392;384;376;392;400;680;976;633;535;688;408;368;416;
S934665	26/October/2016	courtyard	11	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1038;367;416;2000;504;960;
